num_points,std,avg_median_dev,width,linearity,circularity,radius,boundary_length,boundary_regularity,mean_curvature,ang_diff,iav,std_iav,distance,dist_num_points,occluded_right,occluded_left,label
164,1.30708,1.21808,3.66948,273.901,6.81215,0,5.33927,0.0138055,12.5412,3.1119,2.25001,0.558325,2.54647,0.0155272,0,1,1
5,0.065851,0.054584,0.155822,0.0132477,0.000392532,0,0.191587,0.021986,6.88155,1.66319,2.4318,2.23296,4.42228,0.884456,0,1,1
6,0.0698299,0.0568004,0.178583,0.0210228,0.00028996,0,0.215808,0.0220875,6.47806,1.88026,2.69948,2.10284,4.00525,0.667542,0,0,1
80,0.570266,0.480742,1.99281,24.277,0.261086,0,2.17369,0.0114773,17.011,3.04102,3.26739,0.607693,2.08498,0.0260623,1,0,1
163,1.30201,1.2146,3.65077,270.476,6.58744,0,5.3232,0.0131049,13.7323,3.10165,2.24341,0.562097,2.5538,0.0156675,0,1,1
5,0.0607159,0.0482028,0.143808,0.0124207,4.5072e-05,0,0.178542,0.0219096,7.26577,1.55378,2.55745,2.33576,4.09107,0.818213,0,0,1
80,0.570935,0.480783,1.99281,24.3344,1.3901,0,2.1482,0.0116666,14.3254,3.04224,3.27061,0.612941,2.07498,0.0259372,1,0,1
164,1.30593,1.21668,3.67318,273.449,6.76617,0,5.37815,0.0130389,12.9596,3.10452,2.27007,0.57721,2.54647,0.0155272,0,1,1
4,0.0682428,0.0555774,0.151352,0.00761289,0.00162372,0,0.156613,0.0292772,4.52419,1.57706,1.56177,1.82301,4.33996,1.08499,1,0,1
80,0.571121,0.481243,1.99823,24.3503,0.123018,0,2.09451,0.0100839,14.5222,3.04585,3.21644,0.579662,2.07998,0.0259998,1,0,1
164,1.30652,1.2178,3.67318,273.695,6.70074,0,5.30733,0.0129199,12.0616,3.10452,2.26878,0.576632,2.54699,0.0155304,0,1,1
80,0.571192,0.481081,2.00372,24.3498,0.433566,0,2.14354,0.0109231,17.2407,3.04117,3.2534,0.597382,2.07498,0.0259372,1,0,1
164,1.30673,1.21775,3.67814,273.755,6.7343,0,5.35402,0.013513,14.0895,3.10374,2.26894,0.564224,2.54625,0.0155259,0,1,1
80,0.570726,0.480946,2.00372,24.3085,0.182661,0,2.16468,0.0109479,19.2199,3.04117,3.25626,0.600319,2.07998,0.0259997,1,0,1
164,1.30655,1.2177,3.66454,273.71,6.80129,0,5.34589,0.01388,11.5681,3.1105,2.25448,0.575803,2.54707,0.0155309,0,1,1
81,0.586248,0.492431,2.12143,25.9859,0.931999,0,2.23602,0.0148335,15.4313,3.041,3.26675,0.578223,2.09,0.0258025,1,0,1
164,1.30611,1.2178,3.66083,273.491,6.72769,0,5.32762,0.0129744,13.1007,3.11049,2.2452,0.56622,2.54173,0.0154983,0,1,1
80,0.572199,0.482216,1.99281,24.4446,4.6778,0,2.15989,0.0105341,19.7261,3.04269,3.26679,0.608302,2.07998,0.0259998,1,0,1
164,1.30652,1.21783,3.67318,273.7,6.71102,0,5.30884,0.0134946,10.9871,3.10658,2.26823,0.576452,2.54355,0.0155094,0,1,1
80,0.571902,0.481896,2.001,24.4107,0.368595,0,2.17428,0.0112993,18.3845,3.04104,3.2773,0.611655,2.07998,0.0259997,1,0,1
164,1.30669,1.21783,3.66827,273.802,6.74734,0,5.36029,0.013292,13.2547,3.10535,2.26858,0.592034,2.54662,0.0155281,0,1,1
80,0.57126,0.481416,1.99823,24.3631,0.358278,0,2.12742,0.0102542,17.4287,3.04412,3.21491,0.57922,2.07998,0.0259998,1,0,1
164,1.30644,1.21759,3.67318,273.668,6.73403,0,5.29646,0.0131663,11.7244,3.10658,2.26839,0.574299,2.54355,0.0155094,0,1,1
81,0.586309,0.492743,2.11847,25.9908,1.61515,0,2.2491,0.0149043,14.8572,3.04017,3.29473,0.595676,2.09,0.0258025,1,0,1
164,1.30737,1.21863,3.66948,274.028,6.78868,0,5.32686,0.0132701,11.8364,3.10994,2.25099,0.558925,2.54465,0.0155162,0,1,1
80,0.570904,0.480916,2.001,24.3321,0.0686628,0,2.09931,0.00999819,15.4439,3.04409,3.18705,0.566946,2.07498,0.0259372,1,0,1
164,1.30736,1.21861,3.66948,274.013,6.77976,0,5.32859,0.0132548,12.0762,3.10994,2.24881,0.554713,2.54373,0.0155105,0,1,1
81,0.5861,0.492427,2.11847,25.973,0.613105,0,2.26594,0.0150129,17.8193,3.04017,3.29344,0.595577,2.09,0.0258025,1,0,1
164,1.30651,1.21788,3.68182,273.688,6.75269,0,5.32851,0.0136039,11.5442,3.10497,2.27492,0.568995,2.54292,0.0155056,0,1,1
81,0.586433,0.492303,2.11847,26.0036,0.187129,0,2.28727,0.0150099,15.7348,3.03957,3.29336,0.596436,2.08,0.025679,1,0,1
164,1.30686,1.21788,3.66454,273.831,6.78767,0,5.33473,0.0132517,12.4766,3.10844,2.25291,0.579471,2.54862,0.0155404,0,1,1
81,0.586721,0.493099,2.11847,26.029,0.566534,0,2.26214,0.0151945,15.0152,3.03957,3.2909,0.593706,2.09,0.0258025,1,0,1
164,1.30689,1.21802,3.66948,273.823,6.75706,0,5.36257,0.0132748,13.5454,3.10853,2.25328,0.564117,2.54356,0.0155095,0,1,1
80,0.571116,0.481777,1.99017,24.3519,1.27287,0,2.16479,0.0108023,18.0776,3.04226,3.2873,0.618418,2.08498,0.0260623,1,0,1
164,1.30683,1.21787,3.67318,273.827,6.79316,0,5.38387,0.0133482,14.4173,3.10854,2.26474,0.572508,2.54647,0.0155272,0,1,1
80,0.571874,0.481521,2.00372,24.4086,0.478407,0,2.13231,0.0106995,13.9362,3.04269,3.25053,0.599372,2.08498,0.0260623,1,0,1
164,1.30697,1.2179,3.66948,273.854,6.75372,0,5.33324,0.0128869,11.9733,3.10853,2.25222,0.561118,2.54688,0.0155298,0,1,1
80,0.571081,0.481331,1.99281,24.3475,0.571927,0,2.12452,0.0104642,14.8282,3.04269,3.26801,0.60964,2.08498,0.0260623,1,0,1
165,1.31132,1.22139,3.6759,277.903,6.96774,0,5.39278,0.0129736,13.0532,3.11751,2.23307,0.545044,2.53299,0.0153515,0,1,1
80,0.571853,0.481701,1.99823,24.4116,0.059629,0,2.10453,0.00974371,13.5036,3.04412,3.22486,0.590845,2.07498,0.0259372,1,0,1
164,1.30633,1.21766,3.65219,273.57,6.78065,0,5.35092,0.0133643,14.9388,3.11548,2.22567,0.561926,2.5468,0.0155293,0,1,1
81,0.586337,0.492746,2.11847,25.9952,0.160095,0,2.24997,0.0143669,15.573,3.04041,3.29228,0.591886,2.09,0.0258025,1,0,1
164,1.30695,1.21801,3.67318,273.872,6.75707,0,5.34124,0.0134484,11.8,3.10854,2.26108,0.571421,2.54662,0.0155281,0,1,1
80,0.572042,0.482128,2.001,24.4225,0.496053,0,2.17345,0.0115395,17.5965,3.04226,3.27804,0.615096,2.07498,0.0259372,1,0,1
164,1.30688,1.21775,3.66948,273.808,6.72481,0,5.39438,0.0131743,14.1714,3.10994,2.25094,0.556492,2.54861,0.0155403,0,1,1
81,0.586963,0.49303,2.11555,26.0494,0.61829,0,2.28673,0.015391,16.4379,3.03959,3.32133,0.609473,2.08,0.025679,1,0,1
164,1.3069,1.21777,3.67318,273.85,6.72416,0,5.35097,0.0132145,14.8459,3.10648,2.26465,0.578761,2.54626,0.015526,0,1,1
80,0.571804,0.48165,1.9955,24.4102,0.355672,0,2.12527,0.0100267,15.8842,3.04501,3.23938,0.596888,2.07998,0.0259998,1,0,1
164,1.30688,1.21764,3.68182,273.836,6.74927,0,5.36092,0.0137291,12.7799,3.10497,2.27371,0.568968,2.54999,0.0155487,0,1,1
80,0.571297,0.481285,1.9955,24.3672,1.24389,0,2.14518,0.0102313,17.6163,3.04327,3.23928,0.594459,2.08498,0.0260623,1,0,1
164,1.30659,1.21818,3.66948,273.687,6.72096,0,5.34857,0.0129289,13.9849,3.10657,2.25336,0.561412,2.54173,0.0154983,0,1,1
81,0.586765,0.492936,2.11847,26.0311,4.25878,0,2.25226,0.014836,15.3307,3.04017,3.29684,0.601354,2.09,0.0258025,1,0,1
164,1.30665,1.21834,3.66454,273.746,6.72072,0,5.31332,0.0130513,11.7193,3.10854,2.25344,0.573619,2.54147,0.0154967,0,1,1
5,0.061176,0.0468558,0.154429,0.00895624,0.00297673,0,0.157986,0.0176714,6.3861,1.94098,1.83225,1.6781,4.41,0.882,0,0,1
164,1.30657,1.21713,3.66083,273.676,6.7388,0,5.30846,0.0132425,10.8662,3.1119,2.23889,0.559766,2.55213,0.0155618,0,1,1
80,0.572068,0.481591,2.00372,24.4259,0.721796,0,2.13836,0.0108681,14.2054,3.04146,3.25008,0.59822,2.07998,0.0259998,1,0,1
164,1.30689,1.21833,3.67318,273.853,6.81294,0,5.39968,0.0133912,14.9468,3.10658,2.26674,0.572214,2.54336,0.0155083,0,1,1
5,0.0577636,0.043827,0.145883,0.00897215,5.52934e-05,0,0.149417,0.0168596,2.63994,1.78908,2.0661,1.88978,4.13,0.826,0,0,1
81,0.5868,0.493202,2.11847,26.035,1.09381,0,2.2699,0.014673,15.9247,3.04017,3.29393,0.599129,2.09,0.0258025,1,0,1
164,1.30675,1.2177,3.67318,273.792,6.83332,0,5.33637,0.013234,11.8471,3.10854,2.26442,0.570197,2.55017,0.0155498,0,1,1
4,0.0599346,0.0457901,0.137143,0.0066799,0.000131077,0,0.151162,0.0293815,5.82889,1.39027,1.88013,2.17917,4.49054,1.12263,1,1,1
5,0.0577149,0.0459603,0.142771,0.010149,6.19503e-05,0,0.15419,0.0173531,4.08221,1.73186,2.24663,2.05366,4.02925,0.805849,0,0,1
80,0.571117,0.481317,1.99017,24.3518,0.395905,0,2.13313,0.0111047,15.3412,3.04226,3.28594,0.620636,2.07998,0.0259998,1,0,1
164,1.30682,1.2176,3.67318,273.822,6.76182,0,5.33015,0.0135143,11.9724,3.10658,2.26575,0.571344,2.55195,0.0155607,0,1,1
5,0.061124,0.0501251,0.149552,0.011682,0.000241141,0,0.166943,0.0190443,7.23375,1.7391,2.25357,2.0701,4.24,0.848,1,1,1
5,0.0571728,0.045018,0.141194,0.00891238,0.000119453,0,0.15236,0.0171972,6.64399,1.73122,2.22518,2.04043,4.01485,0.802969,0,0,1
80,0.570147,0.480121,1.9955,24.2675,0.245284,0,2.12028,0.0105424,16.5286,3.04414,3.24088,0.593133,2.07498,0.0259372,1,0,1
164,1.30704,1.21791,3.66948,273.885,6.76441,0,5.37047,0.0130657,14.1102,3.10657,2.25376,0.561355,2.54725,0.015532,0,1,1
5,0.0601395,0.0469485,0.138883,0.0113153,0.000123634,0,0.18254,0.0232055,7.79478,1.52053,2.6334,2.40749,3.84447,0.768894,0,0,1
5,0.0565988,0.0443435,0.140846,0.00922698,2.32055e-05,0,0.149522,0.0168067,4.23248,1.73096,2.22681,2.0343,4,0.8,0,0,1
80,0.572498,0.482527,2.001,24.4612,0.123286,0,2.15782,0.0115877,18.6232,3.04014,3.27831,0.615687,2.07998,0.0259998,1,0,1
164,1.30661,1.21754,3.66827,273.765,6.78019,0,5.34719,0.0135297,13.0699,3.11007,2.26458,0.591451,2.54662,0.0155281,0,1,1
6,0.0590745,0.0474278,0.155305,0.0127185,0.000105614,0,0.168383,0.0139739,8.70014,1.90783,2.49765,1.93986,3.50997,0.584994,0,0,1
6,0.0657275,0.0529541,0.174152,0.0141386,0.000518265,0,0.185631,0.0153575,8.02305,2.0598,2.25041,1.76721,3.97228,0.662047,0,1,1
80,0.571115,0.48148,1.99281,24.3506,0.265731,0,2.16142,0.0103744,18.7655,3.04269,3.26465,0.608354,2.08498,0.0260623,1,0,1
164,1.30708,1.21766,3.66454,273.928,6.76356,0,5.34708,0.0135232,13.2645,3.10854,2.25359,0.575433,2.5515,0.0155579,0,1,1
6,0.0591686,0.0474264,0.158399,0.0128712,0.000397577,0,0.171498,0.0147352,8.67243,2.02354,2.33985,1.82985,3.43337,0.572229,0,0,1
5,0.05458,0.0427287,0.136478,0.0134544,0.000906745,0,0.144697,0.0163065,8.64838,1.89005,1.93295,1.78908,3.90485,0.78097,0,1,1
80,0.571603,0.481423,2.001,24.3866,0.512808,0,2.12783,0.0111458,14.1063,3.04148,3.27218,0.609449,2.07498,0.0259372,1,0,1
164,1.30737,1.21814,3.68182,274.05,6.77255,0,5.37635,0.0128976,14.2241,3.10659,2.27075,0.568289,2.54843,0.0155392,0,1,1
6,0.0576993,0.046167,0.151984,0.012675,2.33896e-05,0,0.163991,0.0142253,5.54575,1.91451,2.53495,1.96466,3.39443,0.565738,0,0,1
5,0.0622779,0.0505576,0.141257,0.0195009,9.91173e-05,0,0.192123,0.0273534,7.44104,1.55429,2.6718,2.44171,3.74851,0.749701,0,1,1
80,0.57159,0.481269,1.9955,24.3931,0.313787,0,2.13491,0.0107123,14.8357,3.04267,3.23377,0.5933,2.07998,0.0259998,1,0,1
164,1.30654,1.21746,3.66454,273.702,6.83019,0,5.37999,0.0130115,13.6201,3.10648,2.25535,0.577226,2.54647,0.0155272,0,1,1
11,0.107026,0.0973675,0.306018,0.0957927,0.0158595,0,0.487027,0.0343211,13.4453,2.52411,2.71211,1.41431,3.42756,0.311597,0,0,1
80,0.571575,0.481275,2.00372,24.3842,0.892984,0,2.13721,0.010791,15.2506,3.04146,3.24808,0.596582,2.07998,0.0259998,1,0,1
164,1.30696,1.21844,3.68182,273.878,6.76244,0,5.3539,0.0133286,12.1645,3.10497,2.27483,0.569351,2.54373,0.0155106,0,1,1
6,0.0523362,0.0418694,0.138114,0.0104888,0.000209197,0,0.156614,0.0152733,10.6834,1.87505,2.56448,1.99386,3.01553,0.502589,0,0,1
80,0.571833,0.481634,1.9955,24.4124,0.254055,0,2.13302,0.0109834,16.5603,3.0444,3.2394,0.599889,2.07998,0.0259998,1,0,1
164,1.3072,1.21826,3.67318,273.984,6.78685,0,5.36496,0.0136868,12.6323,3.10658,2.2661,0.573448,2.54647,0.0155272,0,1,1
4,0.0332726,0.0259726,0.0767389,0.00192515,6.74969e-06,0,0.0778974,0.0130183,3.74879,1.47913,1.70644,1.97213,2.82497,0.706243,1,1,1
80,0.571271,0.481117,2.00372,24.3579,0.927795,0,2.14887,0.0106533,17.5579,3.04117,3.24878,0.594924,2.07998,0.0259998,1,0,1
164,1.30719,1.21818,3.67318,273.976,6.7625,0,5.38398,0.0130378,12.7975,3.10648,2.26439,0.577397,2.54662,0.0155281,0,1,1
4,0.0364878,0.028922,0.0825862,0.00229986,3.30719e-05,0,0.0865245,0.0148362,6.18952,1.40236,1.81159,2.09811,2.75463,0.688658,1,1,1
81,0.5868,0.493355,2.11847,26.0345,1.71859,0,2.25205,0.0152549,15.6543,3.03957,3.29565,0.59875,2.09,0.0258025,1,0,1
164,1.30673,1.21784,3.67318,273.788,6.76127,0,5.33898,0.0135969,13.6461,3.10854,2.26421,0.572641,2.54355,0.0155094,0,1,1
8,0.104284,0.0796765,0.265473,inf,0.00220821,0,0.347308,0.0363311,7.11465,2.11809,3.35354,2.10225,2.75636,0.344545,1,1,1
80,0.572495,0.48214,2.001,24.4635,1.21208,0,2.15061,0.0112498,16.7815,3.04226,3.27199,0.611085,2.07498,0.0259372,1,0,1
164,1.307,1.21808,3.67318,273.899,6.73562,0,5.42053,0.0135306,15.7582,3.10658,2.26531,0.574259,2.54742,0.0155331,0,1,1
4,0.0315227,0.0247488,0.0701899,0.00196465,1.3572e-05,0,0.0789223,0.0134172,11.015,1.2877,1.99931,2.3115,2.5572,0.6393,1,1,1
5,0.0411775,0.0320954,0.100399,0.0056798,2.62539e-08,0,0.113721,0.0139796,9.26885,1.63118,2.41598,2.20548,2.72,0.544,1,1,1
80,0.571678,0.481737,2.00372,24.3929,0.718324,0,2.12448,0.0106009,12.5898,3.04146,3.24673,0.59231,2.07498,0.0259372,1,0,1
164,1.3069,1.21815,3.66948,273.818,6.81046,0,5.31994,0.0133695,10.838,3.10994,2.24987,0.553244,2.54447,0.0155151,0,1,1
6,0.0381812,0.031045,0.0999122,0.00509696,0.000831365,0,0.117362,0.00987121,21.1584,1.89141,2.41902,1.90294,2.28498,0.38083,1,1,1
5,0.0410656,0.0329738,0.0997333,0.00907074,4.25489e-05,0,0.111276,0.012872,8.22354,1.67038,2.35048,2.15049,2.7,0.54,1,1,1
81,0.586664,0.492646,2.12687,26.0149,0.493361,0,2.26746,0.0156637,15.4501,3.04017,3.30295,0.599095,2.09,0.0258025,1,0,1
164,1.30708,1.21824,3.66948,273.897,6.7815,0,5.32538,0.0131018,12.4496,3.1119,2.24768,0.556474,2.54355,0.0155094,0,1,1
6,0.0362853,0.0291968,0.0964219,0.00418453,0.00151833,0,0.101229,0.00834845,11.1097,2.02033,2.18126,1.70595,2.20998,0.36833,1,1,1
5,0.0366855,0.0288553,0.0921488,0.00609235,0.000135685,0,0.0962264,0.0108065,13.2125,1.89019,1.96013,1.79786,2.63,0.526,1,1,1
80,0.570346,0.480586,2.00372,24.2782,0.471565,0,2.15977,0.0111185,16.5679,3.04057,3.24896,0.595216,2.07998,0.0259998,1,0,1
164,1.30674,1.21772,3.66948,273.766,6.82717,0,5.36654,0.0131075,13.8637,3.10657,2.25605,0.561994,2.54707,0.0155309,0,1,1
7,0.0538288,0.0423611,0.141945,0.0125154,0.000306578,0,0.187962,0.0162171,23.5887,1.96395,3.02267,2.08074,2.20034,0.314334,1,1,1
6,0.0427451,0.0355641,0.109947,0.0132847,8.27873e-05,0,0.125737,0.0105116,7.75591,1.90563,2.62309,2.03931,2.49498,0.415829,1,1,1
80,0.571842,0.482114,2.001,24.4044,0.223914,0,2.15086,0.011547,16.3075,3.04104,3.28122,0.614863,2.08498,0.0260623,1,0,1
164,1.30607,1.21716,3.66948,273.472,6.79714,0,5.35593,0.0131231,12.9621,3.10853,2.25347,0.559745,2.54355,0.0155094,0,1,1
5,0.0313538,0.0241754,0.0772659,0.00291122,0.000202993,0,0.0922553,0.0106507,26.9422,1.63197,2.28551,2.10369,2.19,0.438,1,1,1
6,0.0393326,0.031752,0.101604,0.00665008,8.28325e-06,0,0.117503,0.0114325,10.5907,1.85427,2.71017,2.09982,2.19998,0.366663,1,1,1
80,0.57174,0.481778,1.99281,24.4043,0.397705,0,2.1373,0.0111338,15.184,3.04398,3.26403,0.60954,2.07498,0.0259372,1,0,1
164,1.30691,1.21762,3.67318,273.867,6.77392,0,5.3308,0.0129837,12.4831,3.10452,2.26846,0.576156,2.54825,0.0155381,0,1,1
5,0.0311544,0.0256823,0.0760927,0.00296959,2.86221e-05,0,0.0856599,0.00957714,8.87957,1.69623,2.33231,2.13293,2.16,0.432,1,1,1
7,0.0355682,0.028737,0.0971087,0.00567536,0.000590978,0,0.105057,0.0067634,17.2281,2.25023,2.31881,1.60369,1.84,0.262857,1,1,1
81,0.586279,0.492454,2.11847,25.9863,0.791022,0,2.26883,0.0152532,15.4992,3.03957,3.30151,0.601188,2.09,0.0258025,1,0,1
164,1.30635,1.21785,3.66083,273.596,6.81564,0,5.30485,0.0133645,10.9852,3.10994,2.24476,0.560213,2.54373,0.0155105,0,1,1
6,0.0358019,0.0286027,0.0954847,0.00481278,7.48006e-05,0,0.101714,0.00901625,5.93782,1.96361,2.39913,1.86813,2.12998,0.354997,1,1,1
6,0.0326305,0.0260645,0.0885408,0.00381676,3.27764e-05,0,0.092251,0.00827437,15.012,2.04524,2.2833,1.77622,1.66498,0.277497,1,1,1
81,0.586562,0.49272,2.12393,26.007,0.424801,0,2.27405,0.0155612,16.3379,3.0396,3.32365,0.60873,2.09,0.0258025,1,0,1
164,1.30664,1.21781,3.66454,273.754,6.73992,0,5.31535,0.0130076,12.8275,3.10854,2.25642,0.577478,2.54647,0.0155272,0,1,1
6,0.0376765,0.0314551,0.0945428,0.00443903,0.000967641,0,0.106268,0.00916157,16.9987,2.01474,2.25469,1.81352,2.04977,0.341628,1,1,1
8,0.035814,0.0296177,0.101543,inf,0.00128816,0,0.122082,0.00695361,27.3891,2.16653,2.73032,1.71818,1.62498,0.203123,1,1,1
80,0.57172,0.482017,2.00647,24.3948,0.096933,0,2.13496,0.0105675,15.7107,3.04204,3.22393,0.582422,2.08498,0.0260623,1,0,1
164,1.30698,1.2181,3.66948,273.855,6.73631,0,5.33421,0.0133407,12.9444,3.1119,2.24993,0.556466,2.54861,0.0155403,0,1,1
7,0.0360874,0.0336433,0.0952839,0.00668376,0.000271471,0,0.116018,0.00786675,15.6785,2.16978,2.67576,1.86123,1.79055,0.255793,1,1,1
8,0.0347651,0.0288536,0.0983338,0.00591131,0.000759339,0,0.111272,0.00584309,31.2563,2.43988,2.19047,1.37756,1.61498,0.201873,1,1,1
80,0.570752,0.480938,2.00372,24.3108,0.150112,0,2.13099,0.010955,14.495,3.04057,3.25544,0.598183,2.07998,0.0259998,1,0,1
164,1.30693,1.21828,3.66948,273.832,6.7602,0,5.34879,0.0133979,12.9319,3.1119,2.24948,0.55749,2.54155,0.0154973,0,1,1
12,0.0458711,0.0385451,0.136765,0.019889,0.00112087,0,0.177414,0.00599697,25.1095,2.48307,3.26442,1.54834,1.39156,0.115963,0,1,1
3,0.0181745,0.0128013,0.0344897,0.000525514,1.12277e-11,0,0.038404,0.0122621,15.7191,0.730642,1.36375,2.36209,1.6,0.533333,1,1,1
80,0.571227,0.480997,2.00372,24.353,0.36898,0,2.12932,0.0113584,15.3272,3.04146,3.25206,0.598659,2.07998,0.0259997,1,0,1
164,1.30665,1.21795,3.67318,273.758,6.73259,0,5.32768,0.0128342,12.064,3.10648,2.26608,0.575731,2.54391,0.0155117,0,1,1
9,0.0452498,0.038285,0.119932,0.0164341,0.000412011,0,0.176513,0.0104501,23.5338,2.32478,3.3257,1.91606,1.58778,0.17642,1,1,1
15,0.0459041,0.0390039,0.142458,0.468859,0.00391957,0,0.187012,0.00536209,37.5264,2.73028,2.67887,1.12725,1.11988,0.0746589,1,1,1
6,0.0320645,0.0260924,0.0837144,0.00420439,7.97505e-05,0,0.0948721,0.00857029,16.6501,1.95378,2.5124,1.96671,1.88998,0.314997,1,1,1
80,0.571031,0.480746,1.98729,24.3476,0.167194,0,2.12781,0.0103309,17.1475,3.04751,3.24075,0.605519,2.07998,0.0259997,1,0,1
164,1.30652,1.21796,3.67318,273.701,6.74511,0,5.35434,0.0129451,13.9453,3.1029,2.26992,0.579528,2.5431,0.0155067,0,1,1
10,0.0501281,0.0421334,0.134108,0.0215756,0.000297653,0,0.198684,0.0132371,19.6204,2.29895,3.64582,1.92715,1.54019,0.154019,1,1,1
17,0.0540798,0.0462962,0.167948,0.0431455,0.00141184,0,0.243188,0.0059591,45.7374,2.77995,3.09033,1.2509,1.08796,0.0639975,1,0,1
8,0.0427662,0.0370874,0.117389,inf,0.000212054,0,0.139255,0.00752252,12.4512,2.25324,2.89363,1.81377,1.88498,0.235623,1,1,1
81,0.586463,0.492452,2.12143,26.0028,1.94465,0,2.26411,0.0145783,16.7957,3.041,3.27491,0.585697,2.09,0.0258025,1,0,1
164,1.30668,1.21741,3.66454,273.769,6.73804,0,5.3619,0.013186,13.0036,3.10648,2.25806,0.582027,2.54843,0.0155392,0,1,1
11,0.0519105,0.0428025,0.146453,0.0223556,0.000182433,0,0.18361,0.0101227,28.0944,2.45711,3.34593,1.68061,1.44135,0.131032,1,1,1
15,0.0434789,0.0377293,0.133367,0.398004,0.000746541,0,0.181175,0.00539931,52.6619,2.60012,3.36469,1.40636,1.05908,0.0706051,1,1,1
8,0.0542149,0.0415269,0.148526,0.0203511,0.000100777,0,0.201236,0.0276146,14.0378,2.1213,3.33971,2.06293,1.8798,0.234975,1,1,1
81,0.58645,0.492469,2.11555,26.0019,6.52342,0,2.27374,0.0159238,13.6843,3.03882,3.32211,0.613273,2.08,0.025679,1,0,1
164,1.3069,1.21825,3.66454,273.853,6.78742,0,5.37509,0.013094,13.9687,3.10648,2.25452,0.578135,2.54484,0.0155173,0,1,1
3,0.0126061,0.0090855,0.0245554,0.000179389,3.4668e-11,0,0.0261948,0.00780356,17.8924,0.807355,1.28704,2.22922,1.28223,0.427408,1,1,1
16,0.0503918,0.04183,0.155846,0.46056,0.000457808,0,0.241468,0.0126898,39.6772,2.6169,3.90443,1.52797,1.04544,0.0653402,1,0,1
8,0.0650161,0.0462803,0.169462,inf,0.000332144,0,0.255196,0.0373472,24.9297,2.05043,3.58474,2.22065,1.88288,0.23536,1,1,1
80,0.57018,0.48035,1.9955,24.2703,0.250828,0,2.10423,0.0102013,14.2136,3.04327,3.24117,0.594812,2.07998,0.0259998,1,0,1
164,1.3066,1.21705,3.68182,273.728,6.76251,0,5.36431,0.0136124,12.9985,3.10995,2.27052,0.563486,2.54917,0.0155437,0,1,1
15,0.0429545,0.037981,0.129199,5.9646,0.00165761,0,0.205813,0.00768543,32.6948,2.67516,3.2054,1.35906,1.04214,0.0694762,1,1,1
13,0.0361655,0.0305135,0.110879,0.41816,0.000196537,0,0.122864,0.00342454,27.6599,2.60206,2.95331,1.32788,1.04188,0.0801446,0,1,1
6,0.0396922,0.0333008,0.0949562,0.00702775,9.09056e-05,0,0.134564,0.0170997,11.2843,1.81068,2.96736,2.30622,2.02498,0.337497,1,1,1
9,0.050442,0.0450003,0.134712,0.0185281,0.000238244,0,0.188844,0.0113055,18.2528,2.22253,3.41119,1.94092,1.8745,0.208277,1,1,1
164,1.30657,1.21744,3.66948,273.683,6.79342,0,5.31125,0.0128843,12.1467,3.1119,2.24965,0.554733,2.54647,0.0155272,0,1,1
80,0.571883,0.481614,2.00372,24.4098,0.522327,0,2.1352,0.0110786,14.8151,3.04146,3.25182,0.599586,2.08498,0.0260623,1,0,1
164,1.30665,1.21759,3.68182,273.758,6.79621,0,5.39906,0.0135454,13.5613,3.1029,2.28061,0.576917,2.54689,0.0155298,0,1,1
16,0.0445098,0.0393225,0.135752,5.87434,0.00211339,0,0.187237,0.00451697,62.6685,2.70427,3.05935,1.27133,1.02412,0.0640072,1,0,1
16,0.0424704,0.0366239,0.129601,0.0247346,0.000843877,0,0.183512,0.00596924,53.6553,2.62471,3.56829,1.41033,0.954768,0.059673,1,1,1
7,0.0378157,0.0319486,0.0994728,0.00770415,6.70734e-05,0,0.119171,0.00805225,10.7902,2.04665,2.92273,2.00437,1.87,0.267143,1,1,1
80,0.571392,0.481364,2.00647,24.3674,0.142465,0,2.117,0.0108932,17.2117,3.04414,3.22259,0.579853,2.07998,0.0259998,1,0,1
164,1.30616,1.21741,3.67318,273.55,6.74662,0,5.35608,0.0130512,13.4059,3.10648,2.26897,0.577457,2.54318,0.0155072,0,1,1
20,0.0612407,0.0520797,0.194275,0.0637563,0.00131498,0,0.270584,0.00636383,50.565,2.73549,3.60107,1.25455,0.974123,0.0487062,1,1,1
5,0.0424759,0.033204,0.0982389,0.00402779,0.000171986,0,0.117368,0.0166419,14.5347,1.55102,2.5299,2.3314,1.94,0.388,1,1,1
13,0.0384493,0.0326237,0.105084,0.167847,0.00157562,0,0.19352,0.0120417,41.1191,2.55916,3.64075,1.68185,0.964571,0.0741977,1,1,1
9,0.0624337,0.0492631,0.181405,0.0241845,0.000295484,0,0.234266,0.0257364,19.8521,2.29663,3.29855,1.87731,1.8813,0.209033,1,1,1
81,0.586165,0.492619,2.11847,25.9775,1.46031,0,2.26746,0.0153013,16.8106,3.03957,3.29623,0.599299,2.08,0.025679,1,0,1
164,1.30707,1.21804,3.66582,273.865,6.74109,0,5.362,0.0131209,13.5467,3.11169,2.23901,0.547227,2.54843,0.0155392,0,1,1
19,0.0432462,0.0372221,0.138647,0.0414988,0.00167548,0,0.204511,0.0051739,73.645,2.76844,3.06935,1.12157,0.854933,0.0449965,1,1,1
8,0.0486816,0.0412638,0.123779,inf,0.000546749,0,0.182142,0.0146869,12.7177,2.14263,3.28769,2.05082,1.95834,0.244793,0,1,1
